Date,Comments,Topic,Sentiment
24-11-2024,মোটামুটি ইংলিশ ভালো লাগে বাট বাঙালি যেহেতু বাংলা টাই বেশি ভালো লাগে,others,neutral
28-11-2024,সব মিছা কথা কয়,others,negative
25-11-2024,নজরুল হামিদের পা চাটা টোকায়,others,negative
11-12-2024,আপনার বাপ যে ঋণ নিয়ে টাকা ফেরত দিচ্ছে না সেইটা কেন ধরেন না?,others,negative
24-11-2024,রাফসান ভাই ৩৬ শে জুলাই একটা ব্লক করতেন,others,neutral
30-04-2025,আবালের মতো ১২০/২৫০০ বলতেছে! ১২০ টাকায় কি ১০০০ গ্রাম দিছে?,others,negative
25-11-2024,খাওয়ার পর বেশি ঘ্যাড় ঘ্যাড় করে,others,negative
25-11-2024,তুই নাকি আর ভিডিও বানাবি না,others,negative
25-11-2024,পাগলপাগলের পাবলিসিটি করে,others,negative
24-11-2024,যেখানে অনেক মানুষ মাংস পাচ্ছে না। সেখানে এই ধরনের ভিডিও বানানো নির্যাতন বলবো না বোকামি?,others,negative
24-11-2024,ভাইজান কখনো সুন্দরবন বেড়াতে আসেন তা আমাদের কালিগঞ্জ থেকে ঘুরে যান,others,positive
24-11-2024,লোনের টাকা ফেরত দিছস তো রাফসান?,others,negative
24-11-2024,ভাইয়া আগে ব্যাংক আর রিন পরিসদ করেন পরে  ফুতানি হবে,others,negative
24-11-2024,সুযোগ পাইলে গুয়ের গাথা নামতে রাজি রাফসান দা পাকনা মিয়া,abusive,hate
24-11-2024,ওরে সাদা পাডা এতো দিন কোথায় ছিলি ?,others,neutral
28-12-2024,ভাইয়া শুকর এর মাংস  trie কর,food,neutral
25-11-2024,আপনি একটা চোর,others,negative
24-11-2024,স্বর্ণ খাওয়া মুসলিমের জন্য হারাম?,religious,neutral
24-11-2024,বব,others,neutral
27-11-2024,ভাই এখন আর পাবলিক খায় না তোমারে,others,negative
18-04-2025,কম দামে ও অনেক ভালো খাবার পাওয়া যায়,food,positive
24-11-2024,এইসব জনগন আর খায় না,others,negative
24-11-2024,ব্যাংকের টাকা কি পরিশোধ করেছেন?  আর সৈরাচারের পক্ষে কয়টা ভিডিও করেছিলেন?  সেই ভিডিও গুলা এখন দেখা যায় না কেন? মানুষকে আর বোকা বানাতে পারবেন না?,others,negative
24-11-2024,একবার খুলনার চুইঝাল দিয়ে গরুর গোশত খাওয়ার দাওয়াত রইল,food,neutral
06-12-2024,হায়্ রে বাংলাদেশের মানুষ সব কিছু ভুলে গেলি? সব,others,negative
24-11-2024,রাজাকার দ্যা ছোট ভাই। এই বেটার ভিডিও এখনও বাংলার মানুষ দেখে নাকি। ছি ছি,others,negative
25-11-2024,ঘ্যাড়ঘ্যাড় করে কেনো কথা বলেন ভাইয়া  গলা পরিস্কার করে নিবেন যখন অমন হবে,others,negative
24-11-2024,খেলাপি,others,negative
26-11-2024,২৭ হাজার টাকার টা কই?,others,neutral
06-12-2024,নবীনগর গিয়ে ভেলপুরি try করো ভাইয়া,food,neutral
24-11-2024,ছোট ভাই কবর থেকে উঠে এসেছে,others,neutral
17-12-2024,বাংলা ব্লগ করো বাংলায় কথা বলবা স্টুপিড। এই ভাষার জন্য জীবন দিছে মানুষ,others,negative
30-01-2025,ব্যাংক লোনের টাকা পরিশোধ করো না আর এখানে গরুর গোস্ত চিনাইতে আইছো? বিষয় টা হাস্যকর না,political,negative
27-11-2024,ভাই আমরা আমাদের জমানো টাকা ব্যাংক থেকে তুলতে পারি না। ব্যাংক দেউলিয়া। এরা গরু খাওয়ার ভিডিও বানায়। এদের সম্পত্তি বাজেয়াপ্ত করা উচিৎ,political,negative
25-11-2024,বাংলায় কথা বল্লে কি এলার্জি হয়,others,negative
27-11-2024,যাই করো ভাইজান কোন নেতার ফুড রান্না কিংবা খাওয়া নিয়ে ভিডিও কইরো না,political,negative
25-11-2024,ভাই থাম্বনেইল ডিজাইন টা ড ভিডিও বানানোর পরে করেছিলেন  ত ই জায়গায় ১৩০০০ দিয়া খাইয়া ২৭০০০ 2:55  লেখলেন কেন?,others,neutral
30-11-2024,বিয়াদপ,others,negative
24-11-2024,হেই ভাই আপনি তো নিক এর থামনেল কপি করেছেন,others,neutral
24-11-2024,রাসূল সাঃ বলেছেন- মদিনা থেকে ইসলাম ছড়িয়ে পড়েছে ইসলাম আবার মদিনায় ফিরে আসবে ঠিক যেমন সাপ তাঁর গর্তে ফিরে যায়।--- আল হাদিস,religious,neutral
16-12-2024,Wood house এ খাইছি। Just বমি আসছিল আমার.... নিজের বাসার রান্না করা ভুনা মাংসের মত কিছুই নাই। এগুলা জনগনকে বোকা বানানো ছাড়া কিছুই না,food,negative
24-11-2024,ভাই এবার তো ঋণের টাকা টা দে,political,negative
24-11-2024,ফাল্তু পোলাপাইন এরা,others,negative
24-11-2024,মানুষ গরুর মাংস খাইতে পারতেছে না ডাবের জন্য আর তারা টাকা কি হাতের ময়লা হিসেবে ব্যবহার করে এ গরুর মাংস খাচ্ছে,others,negative
25-11-2024,বাংলাদেশ মাদার চেদ,abusive,hate
24-11-2024,গরিবের mrbeast,others,neutral
24-11-2024,এসব রেস্টুরেন্ট এ যারা যায় তাদের বাপের টাকার উৎস কি   সায়েদ আবদুল্লাহ কই ভাই,others,negative
24-11-2024,Unsubscribe করলাম  দোয়া রাখবেন ভাই,others,negative
24-11-2024,কিরে চোরের ছেলে। ব্যাংকের টাকা কবে শোধ করবি?,others,hate
24-11-2024,রাফসান ভাইয়া  তুমি বাংলাদেশ এর প্রত্যেক জেলার বিখ্যাত খাবার রিভিউ করলে ভালো হয়। যার ফলে প্রত্যেক জেলার বিখ্যাত  খাবার সম্পর্কে জানতে পারবে সবাই। কে কে  আমার সাথে একমত?,food,positive
14-01-2025,ছাগলের বাচ্চা রান্না করছে আরেক ছাগলের বাচ্চা খাচ্ছে এই কয়  টাকা তুই যদি অসহায় মানুষকে দান করতি তাহলে তোর জন্য সবাই দোয়া করতো,abusive,hate
24-11-2024,ব্যাংকের টাকা শোধ করার সময় ঐটা নিয়ে একটা ভিডিও দিস,others,neutral
24-11-2024,ভাই বিয়ে করবেন কবে,others,neutral
24-11-2024,ছাত্ররা তোমার সাথে সঠিক কাজটিই করেছিল,others,neutral
29-11-2024,২৭০০০ টাকার গরুর মাংস ভিডিও করার জন্য না ওয়েস্ট করে আমাদেরকে ৮০০ টাকা করে দিয়ে দেন এক কেজি কিনে সবাই খাই,food,negative
22-03-2025,কেউ কি খাওয়া দেখতে চাইছে ফালতু ভিডিও,others,negative
21-03-2025,হাজীর চেয়ে হানিফ বিরানি ভালো,food,positive
21-03-2025,দুইবার বিরিয়ানি চিকেন চপকাবাববিফ কাবাব এগুলো কি সব এক রাতেই খাইছেন???,food,neutral
19-03-2025,হাজী বিরিয়ানি সবচেয়ে ফালতু আমি গত সাপ্তাহ খেয়েছিলাম আমার কাছে মনে হয়েছে রাস্তার বিরিয়ানি খাচ্ছি,food,negative
23-03-2025,হাজীর বিরিয়ানি খাওয়া আমার অনেক পছন্দের,food,positive
21-03-2025,মামুনের বিরিয়ানি তো দেখালেন না   ওটাও ভালো  হাজির বিরিয়ানি থেকে,food,positive
20-03-2025,হাজি বিরিয়ানি হাইপ = ১০০% টেস্ট = ০%,food,negative
19-03-2025,ভাই আপনাকে ক্যামরা দেখে মাংস ও চাল বাড়িয়ে দিয়েছে,food,neutral
19-03-2025,এরা পারসেলে এত্ত কম দেই কি বলবো হারামি না করলে হয় না।,abusive,negative
19-03-2025,মিরপুর ১০ নম্বর বেনারশী পল্লি তে যে হাজী বিরিয়ানি সেটা কি আসল?,food,neutral
19-03-2025,হাজির বিরিয়ানি একবারেই বাজেযারা  খেয়েছে তারা ভালো করেই জানেবাট হানিফেরটা ভালো,food,negative
14-04-2025,হাজির বিরিয়ানি এখনো খাওয়া হয় নি। ইনশাআল্লাহ ভাগ্যে থাকলে ট্রাই করব একদিন।,food,neutral
19-03-2025,হাজি বিরিয়ানি হুদাই ফাও  ৮০০ টাকাই আমার লস আর ওদের বুরহানি বাসি বাসি গন্ধ খেতেই পারি নাই,food,negative
22-03-2025,ফালতু বিরিয়ানি সুধু নাম আছে সাধ নাই এর চাই নয়ন বিরিয়ানি অনেক ভালো,food,negative
19-03-2025,কিসের কি পাকিস্তানের মসলা ছাড়া গন্ধযুক্ত খাবার আমাদের বাংলাদেশের মত মজার খাবার আর কোথাও নাই। পৃথিবীর ১৬ টা দেশ ঘুরে দেখার অভিজ্ঞতা থেকে বলতে পারি আমার দেশের মত সেরা খাবার আর খুঁজে পাই নাই পাবোও না,food,positive
20-03-2025,ক্যামেরা দেখে বেশি মাংস দিছে 6:40,food,neutral
19-03-2025,সাধারন কাস্টোমারদের এতো বেশি সুড়কি দেয় না,food,negative
19-03-2025,আমরা গেলে তো শুধু রাইস এই দেয়,food,neutral
20-03-2025,সত্যি বলতে ক্যামেরা দেখলে সবাই গোস্ত বাড়ায়া দেয় আমি সেদিন খাইলাম সলিড গোস্ত পাইলাম দুই পিছ আর ৪ পিছ তেল আর হাড্ডি,food,negative
21-03-2025,ভাই আপনার ক্যামেরা দেখে বেশি দিছে আমি ওইখানে খাইছি এত দেয় নাহ,food,negative
21-03-2025,ফাহিম ভাই আপনি কি নামাজ কালাম পড়েন না শুধু খাওয়া-দাওয়ার উপরে থাকেন,religious,negative
19-03-2025,সত্যি বলতে খাবারগুলা এতো ও প্রশংসার যোগ্য না। পরিমান ও কম! বেশিরভাগ দোকানই মিডিয়ার হাইপে চলে। এরথেকে  অনেক দোকান আছে এখানে সেখানে যেগুলা কম দামে ভালো মান+পরিমানের খাবার সার্ভ করে,food,negative
20-03-2025,হানিফ বেস্ট,food,positive
19-03-2025,রোজা রেখে খাওয়ার ভিডিও দেখলে খায়তে মন চায়,food,neutral
19-03-2025,হাজির বিরিয়ানী এখন ভুয়া।সব চেয়ে বাজে।,food,negative
20-03-2025,জুরাইন খাঁজা তেহারি খাওয়ার অনুরোধ রইল,food,neutral
01-04-2025,আপনার ইনফরমেশন ভুল। হাজী বিরিয়ানির একটা৷ ব্রাঞ্চ ইসলামপুরে আছে,food,neutral
19-03-2025,ইসিবি চত্বরের সাহেবান হোটেল এ খাওয়ার জন্য অনুরোধ করা হল,food,neutral
23-03-2025,বোখারী রেস্তোরার চিকেন চাপ গতকালকে খেলাম টেস্টলেস একটা খাবার। আপনার ভিডিও দেখেই খেতে গিয়েছিলাম প্রচন্ড হতাশ হয়েছি এর থেকে স্থানীয় ভাবে যেটা করে সেটা অনেক ভালো। যারা দূর থেকে নাজিরাবাজারের বোখারী রেস্তোরার চাপ খাবেন রিভিউটা দিবেন প্লিজ।,food,negative
19-03-2025,এত খানা কেমনে খান।,others,neutral
19-03-2025,হাজী শেষ ভাই কোয়ালিটি খুব খারাপ。,others,negative
19-03-2025,আবার পাকিস্তান কবে যাচ্ছেন??,international,neutral
19-03-2025,হাজির বিরিয়ানি খালি হাড্ডি দেয়। হানিফ খুব মজা,food,negative
13-05-2025,হানিফের বিরিয়ানীর মতো ফালতু বিরিয়ানী আমি জীবনে খাইনি।ভাত মনে বাজারের সবথেকে কমদামি চাল দিয়ে করা।৩০০ টাকার বিরিয়ানীতে মাংসই নাই। ফালতু পুরাই,food,negative
21-03-2025,ভাই সত্যি কইরা কন এই হাজীর বিরিয়ানি ঢাকা শহরের সবচাইতে ফালতু হাজির বিরিয়ানি,food,negative
19-03-2025,ফাহিম ভাই চট্টগ্রামের ওসমানী ওরশ বিরানী রিভিউ,food,neutral
19-03-2025,পুরা ফেক রিভিউ। হাজির বিরিয়ানি  নিয়ে এত হাইপ। কিন্তু স্বাদ এতো আহামরি না যেই ভাবে বলে। কিন্তু হানিফ এবং বিসমিল্লাহ বেস্ট।,food,negative
19-03-2025,হাজী আর আগের মতো নাই ভাই,others,negative
19-03-2025,বর্তমানে হানিফ বিরিয়ানির কারণে হাজীর বিরিয়ানি বসে গেছে  কিন্তু একটা সময় বিশেষ করে ইফতারের সময় সিরিয়ালে দাড়িয়ে হাজির বিরিয়ানি নেওয়া লাগতো,food,neutral
25-10-2023,দারুন。,others,positive
25-10-2023,অনেক দিন পরে。,others,neutral
03-02-2024,ফালতু খাবার টাকা নষ্ট。,food,negative
07-08-2024,গাজীপুর সদর থেকে কিভাবে যাওয়া যায়。,others,neutral
11-11-2023,চ্যানেলের নামের বানান টা ভুল করে ফেললেন?  আমার মনে হয়খুদা -khuda নাবানান টা ক্ষুধা-khudha হবে。,others,neutral
14-06-2024,এসব মাটির জেনিসপত্র আমরা গাজীপুর এ নিজেরাই তৈরি করে বিক্রি করি।আমরা নিজেরাও এগুলো ব্যবহার করি।কারো লাগলে নিতে পারেন।এগুলো আমাদের কাছে নতুন কিছু না。,others,neutral
02-10-2023,ভাই অতো পাম দিয়েননা আপনি প্রি  কেতেচেন খান ঐ সব খাবাররে মেডিসিন দিয়ে তাকে না হয় বিবাহ শাদীতে কয়েকস লোকে দুই তিন মনের গরু খেয়ে শেষ করে ফেলে আর বুফে খেতে গেলে বেশির ভাগ খাবার নষ্ট করে এর নাম আনলিমিটেড বুফ।।。,food,negative
08-11-2023,ফালতু রিভিউ। এসব ফালতু রিভিউ দেখে গেলে নিশ্চিত ঠকবে সবাই।কালকে রাতে গিয়ে যা ধরা খাইচি।৭৫০ টাকার বুফেট এতো ফালতু হয় কিভাবে?এদের মত ফালতু ব্লগাররা একবেলা খাওয়ার লোভে মানুষকে ঠকায়。,food,negative
05-10-2023,ভাই  আপনে কি পাগল নাকি。,others,negative
28-09-2023,সাভার বাফেট লাঞ্চ একেবারে বাজে সব বাসি খাবার দিয়ে দিছে,food,negative
31-10-2024,ভিডিও দেখাও রিভিউ দেও মানুষকে প্রতারণা করার জন্যখাবারের মান অত্যন্ত খারাপ ছিল আজকে গিয়েছিলাম。,food,negative
01-10-2023,এরকম পাগলা  নমুনা কেনে? এত হেংলা নমুনা ছি ছি এরকম ফুড ব্লগার জীবনে কেউ দেখেছে বলে মনে হয় না।মাগনা খেয়েছে ত তাই মাথার ঠিক নাই। আমাদের সবার এর পাগলামি দেখে জায়গাটা চুজ করা ঠিক হবে না। আললাহ আপনাকে কন্টোল এবং ধৈর্য্য দিক。,others,negative
22-09-2023,তোমার ব্লগ আরেকটু বেশি সময় নিয়ে করতে পারো না একটু বড় করতে  পারো না,others,neutral
10-12-2023,অশিক্ষিতের বাচ্চা।জীবনেও খাস নাই মনে হচ্ছে।লেওড়ার মাগনা ফুদ্ভলগ দেখে বমি আসতেসে。,abusive,hate
02-09-2024,আজ গেছিলাম খাবার গুলো খুবই খারাপ লাইভ কাবাব পেজে ছবি দিলেও বাস্তবে ধানমন্ডিতে নাই ওয়াস রুম ব্যবস্থা একেবারে খারাপ।এক কথায় খারাপ অভিজ্ঞতা。,food,negative
21-09-2023,কত তারিখ পযন্ত অফার আছে? আর টাইটেলে বললেন ৬৯৯ ভিডিওতে বললেন  ৭৫০ টাকা,others,neutral
21-12-2023,আমি গিয়েছি এবং খেয়েছি খাবারের মান খুবই খারাপ。,food,negative
06-05-2025,কী বুক করা লাগে আর সতি কী মাএ এতো কম টাকা দিয়ে খাওয়ার বেবস্থথা আছে আমার তো মনে হ না。,food,negative
28-09-2023,কয় ঘন্টা পরযন্ত খাওয়া যাবেআমাকে ২ ঘন্টা সময় দিলে মিনিমাম ১৪/১৫ জনের খাবার সাবাড় করে দিতে পারবো,food,neutral
21-09-2023,Love  from Rajshahi ভালোবাসা অবিরাম,others,positive
25-09-2023,যাইয়া দেখবেন খালি ব্রয়লার。,food,neutral
25-11-2024,আসসালামু আলাইকুম  ভাই আমার কাছে সেই লাগে কালকে আমরা চার বন্ধু মিলে গিয়েছিলাম এখানে খাবারের জন্য অনেক মজা হয়েছে আমাদের খাবারগুলা খুব সুস্বাদু ভালো,food,positive
03-10-2023,ভাই আপনার ভিডিও দেখে তো আমার মনে হচ্ছে তারা যদি গু ও দিত সেটাও আপনার কাছে মজা লাগতো  কয় টাকা নিছেন ভাই তাদের প্রমোশন করার জন্য,abusive,hate
20-10-2023,মাএ ৬৯৯ মিথ্যা বলে বেশি দামি ১০০০+১৫০০+২০০০ এইটা সব হয়,others,negative
07-10-2023,আমাদের মতো গরিব মানুষ দেখে যাবে খেতে আর পারবনা,others,negative
19-10-2023,ভাইয়া ওনাদের নাম্বার দিন,others,neutral
02-12-2024,মিরপুর ১২,others,neutral
02-08-2024,ভাই একাই খেতে হবে না আমার প্যেটেঅন্য কেউও খেতে পারবে,others,neutral
17-10-2023,কয়জন খেতে পারবে ৮০০ টাকায়,others,neutral
21-12-2024,এই মেয়ে বাচ্চাদের মত এত কথা না বইলা দেখান কি কি আছে আর লোকেশনটা বলেন,others,neutral
05-11-2023,হালারপুত প্রসংশা বন্ধ কর।,abusive,hate
23-02-2024,আমি জানতে চাচ্ছিলাম এই বুফের পুটিং এর টেস্ট কেমন শুধুমাত্র পুটিং এর রিভিউটা  জানতে চাচ্ছি,food,neutral
06-03-2024,এই বুফের ঠিকানাটা বিস্তারিত জানতে চাই?,others,neutral
25-10-2023,ভাই আপনি তো ফুট ব্লগার না আপনি হলেন রেস্টুরেন্টের দালাল,others,negative
29-09-2023,ভাই পেইড হলে এটা বলে নিবেন যাতে খেতে গিয়ে ধরা না খাই আলটিমেটলি এত টাকা আমাদের থেকেই যাবে 4:37 এ আপনার কথা শুনেই বুঝা গেসে এটা পেইড অবশ্য খাওয়ার আগেই খেতে অস্থির লাগবে?,others,negative
26-02-2024,একা খেলে পেট ব্যথা করবে,others,negative
12-09-2024,ঠিকানা টা কোথায়,others,neutral
16-11-2023,আপনি যে ভিডিওতে বললেন মিরপুর ১২ আসলে তো আপনি ডিসক্রিপশনে দিয়েছেন মিরপুর ১ এর চিড়াখানা রোড কেন,others,neutral
17-04-2024,ডিনার কয়টা থেকে কয়টা পজন্ত,others,neutral
16-07-2024,এটা কোন জায়গায়,others,neutral
03-10-2023,আপনার বাড়ি কোথায়,others,neutral
21-09-2023,সময় কতক্ষণ,others,neutral
01-10-2023,ফাও খাওয়ার উপর বিজ্ঞাপন।,others,negative
31-10-2024,বিফ ছিলই না খাব কিভাবে  তাছাড়া মুরগির রোস্ট মাছ কিছুই ছিল না,food,negative
13-10-2023,ভাই ছোট বাচ্চা নিলে কত টাকা লাগবে,others,neutral
02-10-2023,হা হা  সব কিছু যদি সেই লেভেলের হয় তাহলে আর কি!  আপনাদের রিভিউ দেখাই ভুল সত্যি জিনিস গুলো উঠে আসে না।  সবই টাকার খেলা,others,negative
23-10-2023,এই বুফেতে কি সব দিন পাওয়া যায়।জানাবেন।,food,neutral
01-10-2023,কোথায়,others,neutral
30-09-2023,ডিনার বুফের টাইম বলে দেন।  কয়টা থেকে কয়টা পর্জন্ত।,food,neutral
13-11-2023,ভাই আপনার সাথে কথা বলতে চাই,others,neutral
18-12-2023,কুত্তার মাংসের বিরিয়ানি হবে ?  মরা মুরগী মরা গরুর মাংস হবে ?,food,negative
06-12-2023,বুফে টা কই,others,neutral
30-09-2023,কন্ট্রাক করার জন্য মোবাইল নাম্বার দেওয়া যাবে,others,neutral
16-10-2023,এটা কোনজায়গায় পুরা ঠিকানা টা দিবেন  আর অফার টা কবে কবে সেটা জানাবেন প্লিজজ,others,neutral
13-11-2023,বালের বুফে শালারা ফিল ই করে নাহ সিরিয়াল দিয়ে থেকে ক্লান্ত হয়ে অল্প দামের খাবার খেতে হয় বিফ মাটন ফিল ই করে নাহ অল্প করে দেয়,abusive,hate
08-12-2024,বাচ্চাদের টাকা নিতে হয়,others,neutral
01-10-2023,বুঝলামনা ১ আইটেম ৬৯৯ টাকা নাকি ১০০+ আইটেম সব গুলাই ৬৯৯ টাকা?,others,neutral
18-10-2023,বাইক পার্কিং এর কি কোন ব্যবস্থা আছে?,others,neutral
29-09-2023,ভাই এত আইটেম  ১ জন নিয়ে বসল কিন্তু সাথে যদি তার পাটনার থাকে  সে খাবার খেতে পারবে কি মনে করেন আমি ত সব শেষ করতে পারিনাই তাহলে আমার বেবিকে খাওয়াতে পারব কি জানাবেন,others,neutral
04-05-2024,গিয়ে দেখবেন অর্ধেক খাবারও নাই থাকলো আইটেম ভিন্ন থাকে,food,negative
07-05-2024,বাফেট লাউঞ্চ এর উত্তরা শাখার রিভিউ তো খুবই বাজে। মিরপুরের শাখার অভিজ্ঞতা কারো আছে?? শেয়ার করলে উপকৃত হব।,food,negative
25-10-2024,সত্যি বাবা তোমার খাওয়ার স্টাইল দেখে জীভে জল এসে গেল。,others,positive
29-06-2024,ওফফ একেই বলে গারমেরে খাওয়া রাতে কি বউ টাকে নিয়েই শুয়ে পড়লে বাবু ??,others,negative
29-06-2024,ছাগল saute হবে,food,neutral
29-06-2024,তুই খাআর ভোদা মোটাহ,abusive,hate
29-06-2024,দাদার কাপড়  গুলো অনেক ভালো,others,positive
29-06-2024,কোন নেতার সন্তানের বিয়ে হচ্ছে কেজানে  ।।,others,neutral
29-06-2024,এটা কি আম্বানি দের আত্মীয়?,others,neutral
02-07-2024,তোকে কি দাওয়াত দিয়েছে?  নাকি ফাঁকতালে বিনাদাওয়াতে গেছিস?,others,negative
30-04-2025,পাক্কা শুয়োরের বাচ্চা লোক তুই,abusive,hate
03-07-2024,আপনি কত দিন খানি যে আজ এত গিলছেন,food,neutral
24-01-2025,তোরে মন হাগা হইবো হাগতে হাগতে এক্কেবারে,abusive,hate
01-07-2024,গোদা জন্তু ফ্রি তে গেলা মালচোদ্দ গুষ্টি খেতে পায়না,abusive,hate
17-09-2024,পুরাই নোংরা ব্লোগার,others,negative
24-08-2024,তুমি একজন বাজপ ব্লগার,others,negative
22-09-2024,কাকা তোমার ফ্রী তে খাওয়ায় খবর কে দেয়?,others,neutral
15-07-2024,এই ছেলেটা ফুডব্লগের নামে এমন হ্যাংলামি করে  অত্যন্ত বাজে লাগে। এত খায় কিভাবে ? উচ্চারণও তথৈবচ | দই বড়াকে দই বাড়া উচ্চারণ করলো |একটা চন্দ্রবিন্দুর অভাব ছিল | তাহলেই সোনায় সোহাগা হতো |,food,negative
29-06-2024,এত খেতে খেতে চোখে তুলসী পাতা পড়ে যাবে,food,neutral
08-02-2025,এই কাজটা একমাত্র ইন্ডিয়ানরা  করতে পারে,international,neutral
14-04-2025,অন্ততঃ একবার মুর্শিদাবাদের মানুষদের রিফিউজি ক্যাম্পগুলিতে গিয়ে ফুড ব্লগিং করুন । তাহলে রাজ্যের মানুষরা ওদের দুরবস্থা দেখতে পাবে । সমাজের জন্য অন্ততঃ কিছু অবদান রেখে যান ।,others,positive
30-06-2024,টাকা আছে বিলাচ্ছে। ছোটো আম্বানি মনে হয়।,others,neutral
15-05-2025,এ শালা মানুষ না গরু? মনটাকখানি খেয়েছে ব্যাটা। অবশ্য পশ্চিম বাংলার ফকিরনিগুলোতো বাড়িতে খেতে পায় না। মুখিয়ে থাকে কবে একটা নিমন্ত্রণ পাওয়া যাবে। শালারা একদিনে মাসের খাবার খেয়ে নেয়। মনে হয় যেন নিমন্ত্রণকারীর পাঁজরের মাংশটা খেয়ে নিচ্ছে।,abusive,hate
01-07-2024,এই এই সমস্ত ফুড ব্লগারদের বিয়ে বাড়িতে এলাও করা উচিত নয় এরা হারামের খায়,food,negative
29-06-2024,ছাগল আর গাধা R  সব খেতে পারে না,food,neutral
05-01-2025,বো কা চো দার আবার  বাউন্সার,abusive,hate
04-07-2024,অনেক দিন পর তোমার ভিডিও দেখলামপেট খানা ত গণেশের মতো!বানিয়ে ফেলেছেকি হে নন্দলাল?,others,neutral
02-07-2024,ভাই ওইটা salted না - ওইটা হল saute. আর পাঁপড়টা নর্মাল পাঁপড় নয়। ওইটা  Prawn পাঁপড়। ফুড ব্লগারের থেকে বাঞ্ছনীয় নয় এইপ্রকারের ভুল বা মিস হয়ে যাওয়া।,food,negative
30-06-2024,তোমার বিয়ে নিজের দেখাও,others,neutral
14-07-2024,বড় দেখে দাও হাতিটাকে বড় দেখে দাও।,others,neutral
05-07-2024,এত টাকা কোথায় থেকে আসে কে জানে ?,others,neutral
29-06-2024,বিনা নিমন্ত্রণ  খায় কুকুরে।,others,neutral
04-07-2024,এত কেমনে পাড়,others,neutral
29-06-2024,তুমি সব কিছু চেটেই বেড়াও এদের কে কে ডাকে ভাই,others,negative
18-05-2025,এই পাঠাকে পাঠাউপাধি দেওযা হওক,others,negative
06-07-2024,পনির কিনে খেলে দারুন/ ভালো লাগবে ...আর ফ্রী তে পেলে লোকে বলে পনির খাইনা,food,neutral
21-05-2025,আসসালামুয়ালাইকুম ভাই কেমন আছেন ভাই? আকাশ ভাই কি শুধু ড্রাইভার নাকি আপনার আত্মীয়  কারণ আপনি তার সাথে যেমন করে ব্যবহার করেন তা মনে হয় কোন মালিক তার ড্রাইভারের সাথে করে না আমার জানা মতে বাংলাদেশে,others,neutral
22-05-2025,দিশার আপনার কি হয়?,others,neutral
08-10-2022,কলকাতায় মাছডিম40।মাংস 60/65।সবজি 30।,food,neutral
08-10-2022,আগে ২০ টাকায় পেট ভরে ভাত খাওয়া যেতো।,food,neutral
08-10-2022,উন্নয়ন উন্নয়ন উন্নয়ন জয় উন্নয়নের জয়।,others,neutral
29-04-2025,সরকারের ভালো একটি উদ্যোগ প্রশংসা রইল,political,positive
29-04-2025,ঠিক আছে   এগুলো গলা কাটে মানুষের,others,negative
30-04-2025,আবাসিক ভবন রেস্টুরেন্ট বাতিল করা হোক।  এতে আগুন ধরলে আবাসিক ভবন মানুষের ক্ষতি হয়। বেহলি রোডের মতো যাতে অবস্থা না হয়。,others,negative
30-04-2025,খুবই ভালো উদ্যোগ। এগুলোর কোনো নিরাপত্তা নেই。,others,positive
30-04-2025,ট্রেড লাইসেন্স দেওয়ার আগে মাথায় ছিলনা。,others,negative
30-04-2025,যদি নকশার বাহিরে থাকেতবেই অবৈধ。,others,neutral
29-04-2025,অত্যন্ত সময় উপযোগী সিদ্ধান্ত。,others,positive
30-04-2025,বন্ধ করার আগে ঐ লোকগুলোর কাজের বেবসথা কর আগে。,others,neutral
29-04-2025,ভালো সিদ্ধান্ত........................,others,positive
30-04-2025,এতে এক মত হতে পারলাম। কারন ঢাকায় বিনোদনের জায়গা কম বা নাই。,others,neutral
30-04-2025,সবচাইতে উত্তম উদ্যোগ। এই রুফটপ রেস্তোরাগুলোর স্বেচ্চাচারি উচ্চ শব্দ আশপাশের মানুষের ঘুমের ডিস্টার্ব করে।,others,positive
29-04-2025,সুন্দর টাকা খাওয়ার নিয়ম । টাকা দিলে সব ঠিক হয়ে যাবে ।,others,negative
29-04-2025,এক পক্ষ চাঁদা দিলে এ সিদ্ধান্ত,others,neutral
30-04-2025,ভালো সিদ্ধান্ত।  সাধুবাদ জানাই。,others,positive
30-04-2025,সঠিক সিদ্ধান্ত নেওয়ার জন্য কতৃপক্ষকে ধন্যবাদ ।,others,positive
30-04-2025,*মাদকের রমরমা ব্যবসা চলে মিরপুর ১২ নাম্বার আই জি রেস্টুরেন্টে*,others,negative
29-04-2025,সঠিক সিদ্ধান্ত。,others,positive
01-05-2025,দক্ষিণ সিটি কর্পোরেশন ফুটপাথ হকারমুক্ত করবে কবে?,political,neutral
08-05-2025,তোরা আবার কূটনীতি কবে করছিলি রে যা করছিলে সবই তো শোশন তোদের মত দুষ্টু প্রতিবেশীর থাকার চেয়ে না থাকা ভালো,international,negative
24-03-2025,একটা পাগল,others,negative
20-03-2025,হিন্দুত্ববাদী বিজিপি যদি ভারতে সরকার গঠন করতে পারে তাহলে জামাত কেনো বাংলাদেশের সরকার গঠন করতে পারবে না?,political,neutral
